Total_No_Invoice_Generated,Total_No_of_Items,Total_Spend,Types_Prod_Purchased,Recency,cluster,dbscan_cluster,gmm_cluster,kmeans_cluster
2,379,1063.46,38,147,0,1,0,3
2,128,572.2,27,95,1,1,1,1
1,53,166.04,4,281,2,0,2,0
1,929,1542.08,14,261,2,-1,0,0
4,722,942.34,55,3,0,3,0,3
1,70,92.72,6,214,2,0,2,0
2,550,948.88,41,70,0,1,1,3
5,230,1759.5,1,74,0,-1,0,2
1,232,397.12,25,59,1,0,2,1
7,1058,1474.72,59,2,3,-1,0,2
3,197,430.15000000000003,19,5,1,2,1,3
6,494,1018.71,46,2,0,10,0,3
2,376,293.0,9,336,2,1,0,0
1,135,215.05,9,262,2,0,2,0
2,195,383.03,27,32,1,1,1,1
1,156,417.38,24,145,1,0,2,1
1,110,312.38,18,282,2,0,2,0
4,1062,2610.36,148,59,3,-1,0,2
1,24,134.1,12,173,2,0,2,1
2,355,671.95,116,33,0,1,1,1
4,1511,2726.77,67,143,3,-1,0,2
2,547,1118.99,34,70,0,1,1,3
8,781,1702.26,69,65,3,-1,0,2
2,125,325.96000000000004,47,29,1,1,1,1
4,204,354.09,26,267,2,-1,0,0
1,873,843.64,72,22,0,-1,0,1
2,597,1010.29,47,31,0,1,1,3
1,106,131.81,43,96,1,0,2,1
1,149,311.55,17,294,2,0,2,0
6,800,1957.1000000000001,66,134,3,-1,0,2
3,626,1316.25,95,78,0,-1,0,3
1,30,38.1,3,372,2,0,2,0
6,1076,2170.78,155,7,3,-1,0,2
2,343,1106.4,37,210,0,-1,0,0
1,188,521.2,5,52,1,0,2,1
1,216,147.12,3,138,1,0,2,1
2,925,1568.23,86,26,0,-1,0,3
1,171,559.12,26,283,2,0,2,0
6,928,1607.0600000000002,72,185,3,-1,0,2
2,200,380.64,8,84,1,1,1,1
2,319,599.97,58,326,2,-1,0,0
1,128,374.0,4,282,2,0,2,0
2,2019,343.2300000000001,1,143,0,-1,0,1
2,1941,2218.02,67,57,3,-1,0,3
2,547,854.99,38,236,2,1,0,0
3,370,573.22,7,44,1,2,1,3
1,21,298.0,7,275,2,0,2,0
2,246,1463.04,12,9,1,-1,0,3
4,196,703.47,39,24,0,3,1,3
1,43,309.05,7,88,1,0,2,1
3,655,1175.22,66,63,0,2,1,3
2,770,1378.4,75,67,0,-1,0,3
2,76,354.12,4,214,2,1,0,0
1,256,376.71999999999997,78,24,1,0,2,1
3,950,331.0,2,185,1,-1,0,1
1,90,176.55,27,30,1,0,2,1
2,210,372.8,22,42,1,1,1,1
2,110,216.5,3,204,2,1,0,0
1,66,138.68,10,264,2,0,2,0
2,294,496.06,59,18,1,1,1,1
5,1749,2919.81,55,11,3,-1,0,2
2,1200,750.0,1,176,0,-1,0,1
5,1280,2178.67,79,39,3,5,0,2
8,1692,3075.04,49,23,3,-1,0,2
5,670,1662.3,17,2,0,-1,0,2
5,1417,2453.63,37,4,3,-1,0,2
2,93,363.65,19,148,1,1,1,1
4,1083,2944.95,55,138,3,-1,0,2
1,120,594.0,2,128,1,0,2,1
6,673,1335.19,34,8,0,-1,0,2
1,128,162.78,27,17,1,0,2,1
1,370,405.38,28,161,1,0,2,1
1,68,172.82,28,64,1,0,2,1
4,481,933.7,22,88,0,3,1,3
2,540,679.05,41,4,0,1,1,1
5,1472,2062.7000000000003,61,35,3,-1,0,2
1,37,117.85,8,311,2,0,2,0
2,252,415.8,20,78,1,1,1,1
3,499,607.53,102,24,0,2,1,3
7,1853,2160.7,80,2,3,-1,0,2
4,559,1063.9,56,17,0,3,1,3
4,1007,1504.27,81,15,3,3,0,3
1,140,114.14,9,25,1,0,2,1
2,404,899.69,87,54,0,1,1,3
3,198,675.6,68,131,0,-1,0,3
2,289,604.51,29,35,1,1,1,1
1,165,462.95,23,288,2,0,2,0
6,1165,1603.99,83,143,3,-1,0,2
7,1080,2064.95,82,16,3,-1,0,2
3,1380,1843.0,13,2,3,-1,0,3
6,503,1064.07,54,8,0,10,0,2
4,653,1387.79,64,5,0,3,1,3
1,84,329.85,17,9,1,0,2,1
1,34,108.07,19,306,2,0,2,0
2,129,266.39,15,7,1,1,1,1
8,881,1856.63,75,8,3,-1,0,2
1,282,769.8100000000001,107,89,0,-1,0,1
1,75,160.18,10,9,1,0,2,1
2,438,1660.9,19,358,2,-1,0,0
1,73,135.95,5,112,1,0,2,1
4,268,405.47,116,7,0,3,0,3
1,24,144.8,8,197,2,0,2,0
1,561,738.6,22,211,2,0,2,0
1,12,39.239999999999995,9,156,1,0,2,1
2,242,372.21999999999997,14,29,1,1,1,1
1,288,390.54,28,242,2,0,2,0
1,26,97.5,4,18,1,0,2,1
2,1533,1239.38,73,0,3,-1,0,3
2,219,558.7,27,73,1,1,1,1
1,126,505.82,75,292,2,0,2,0
3,200,409.5,8,31,1,2,1,3
2,405,503.76,31,23,1,1,1,1
4,240,414.76,26,23,1,3,1,3
3,459,974.4200000000001,52,4,0,2,1,3
1,108,211.32,3,85,1,0,2,1
4,664,1226.89,46,22,0,3,1,3
3,342,455.88,25,196,1,2,0,0
3,379,534.85,30,106,1,2,1,3
1,73,120.94999999999999,7,318,2,0,2,0
3,103,149.05,4,105,1,2,1,1
2,172,513.7,21,173,1,1,1,1
1,55,81.57,4,56,1,0,2,1
1,175,229.46999999999997,14,323,2,0,2,0
1,13,50.550000000000004,3,372,2,0,2,0
8,820,1646.8400000000001,67,9,3,-1,0,2
5,1609,3339.64,156,53,3,-1,0,2
3,527,789.89,39,73,0,2,1,3
2,286,689.9,36,64,1,1,1,1
5,1620,975.36,32,1,3,-1,0,3
2,798,661.3199999999999,40,22,0,1,0,1
3,134,1247.5,8,30,1,-1,0,3
2,348,752.4399999999999,77,11,0,1,1,1
2,375,1010.18,55,52,0,1,1,3
1,83,190.55,11,357,2,0,2,0
2,369,642.77,37,54,1,1,1,1
2,644,921.88,23,73,0,1,1,3
3,431,881.07,44,138,0,2,1,3
3,360,908.46,24,80,0,2,1,3
2,355,676.99,38,8,1,1,1,1
1,254,516.42,13,273,2,0,2,0
1,429,560.47,33,291,2,0,2,0
1,221,305.28000000000003,18,99,1,0,2,1
2,264,629.31,32,30,1,1,1,1
4,1228,1819.41,78,14,3,3,0,2
2,268,656.6800000000001,14,64,1,1,1,1
1,222,348.15000000000003,18,212,2,0,2,0
3,894,1214.41,75,78,0,2,0,3
3,52,271.40000000000003,5,24,1,2,1,1
1,35,183.4,8,249,2,0,2,0
1,123,307.53,15,253,2,0,2,0
1,107,248.61,10,72,1,0,2,1
1,342,331.98,10,191,2,0,2,0
4,514,1105.59,50,12,0,3,1,3
1,74,205.86,14,373,2,0,2,0
2,322,470.8,48,24,1,1,1,1
1,32,115.46000000000001,14,82,1,0,2,1
2,200,344.0,1,10,1,1,1,1
1,110,228.8,9,192,2,0,2,0
1,69,177.15,7,266,2,0,2,0
1,485,919.61,22,129,1,0,2,1
4,862,728.02,99,1,0,-1,0,3
5,62,220.10000000000002,2,4,1,-1,0,3
1,120,58.08,6,179,2,0,2,0
2,187,303.75,15,4,1,1,1,1
2,216,416.08000000000004,17,157,1,1,1,1
1,466,345.82,21,28,1,0,2,1
5,279,477.83,19,70,0,7,0,3
1,144,74.39999999999999,6,70,1,0,2,1
1,113,101.19,8,234,2,0,2,0
1,82,243.94,8,39,1,0,2,1
6,504,1098.48,14,3,0,-1,0,2
4,1293,1531.6200000000001,54,44,3,3,0,3
1,298,350.06,10,372,2,0,2,0
2,520,786.54,41,59,0,1,1,1
7,388,1488.67,110,31,3,-1,0,2
4,1567,2294.78,89,11,3,-1,0,2
1,291,501.14,30,138,1,0,2,1
8,945,984.91,66,21,3,-1,0,2
5,410,1197.81,67,19,0,9,0,3
1,252,283.73,50,269,2,0,2,0
2,585,922.39,54,94,0,1,1,3
1,127,259.17,15,77,1,0,2,1
1,32,64.0,2,94,1,0,2,1
3,447,1073.3,30,23,0,2,1,3
1,20,77.3,3,261,2,0,2,0
2,32,109.8,7,273,2,1,0,0
4,1059,1793.58,94,85,3,3,0,2
5,1328,2607.61,97,56,3,-1,0,2
6,473,962.39,31,22,0,10,0,3
3,185,422.47,40,108,1,2,1,1
5,1548,2388.75,113,84,3,-1,0,2
1,258,307.09,23,19,1,0,2,1
1,21,110.95,3,332,2,0,2,0
4,145,618.52,5,39,1,-1,1,3
1,154,228.91,16,26,1,0,2,1
4,144,712.8000000000001,1,10,1,-1,1,3
4,1280,1676.06,75,14,3,3,0,3
1,363,1257.8700000000001,73,295,2,-1,0,0
1,418,486.22,15,5,1,0,2,1
4,497,971.76,67,33,0,3,1,3
4,1439,1741.22,70,49,3,3,0,2
4,784,1201.06,60,94,0,3,0,3
4,1058,1429.35,113,8,3,-1,0,3
1,56,91.8,4,22,1,0,2,1
1,29,112.75,8,313,2,0,2,0
4,1713,1688.29,73,122,3,-1,0,3
2,1376,1021.48,40,46,0,-1,0,3
1,216,417.2,39,283,2,0,2,0
4,785,791.33,52,18,0,3,0,3
4,670,1299.59,103,36,0,-1,0,3
2,272,712.88,11,63,1,1,1,1
1,141,108.81,29,26,1,0,2,1
3,229,468.41,37,21,1,2,1,3
2,277,353.65,41,4,1,1,1,1
1,448,481.49,66,46,1,0,2,1
1,91,282.45,17,64,1,0,2,1
1,201,121.18,11,45,1,0,2,1
3,820,1575.89,69,39,0,6,0,3
1,95,236.02,37,337,2,0,2,0
2,842,260.68,29,18,1,-1,0,1
2,595,911.94,57,95,0,1,1,1
1,46,112.08,22,61,1,0,2,1
1,26,60.7,3,135,1,0,2,1
4,1224,1797.78,98,11,3,3,0,2
4,516,870.09,42,19,0,3,1,3
4,800,869.46,56,9,0,3,0,3
2,130,250.26000000000002,7,15,1,1,1,1
6,803,1217.65,124,58,3,-1,0,2
1,316,353.48,22,93,1,0,2,1
3,834,1095.42,45,10,0,2,0,3
3,309,786.83,128,19,0,2,0,3
5,1360,1520.58,82,56,3,5,0,2
1,297,333.74,5,267,2,0,2,0
3,262,533.98,3,122,1,2,1,3
1,88,62.63999999999999,5,127,1,0,2,1
4,196,819.2900000000001,18,78,0,3,1,3
2,244,847.41,62,240,2,1,0,0
2,88,163.20000000000002,5,200,2,1,0,0
2,1518,2155.95,102,60,3,-1,0,3
1,80,108.21000000000001,16,273,2,0,2,0
1,99,257.7,9,201,2,0,2,0
1,200,358.0,2,81,1,0,2,1
1,63,160.95,10,225,2,0,2,0
7,773,1328.35,147,12,3,-1,0,2
2,1004,605.12,43,74,0,1,0,1
1,441,1031.07,53,212,0,11,2,0
2,416,744.85,34,24,1,1,1,1
4,298,700.73,21,17,0,3,1,3
1,327,329.56,21,261,2,0,2,0
4,298,663.65,59,96,0,3,1,3
3,130,270.40000000000003,12,112,1,2,1,1
1,232,585.12,56,203,2,0,2,0
1,38,121.74000000000001,27,92,1,0,2,1
1,125,430.5,16,50,1,0,2,1
6,1587,1961.52,110,18,3,-1,0,2
4,328,501.12,18,17,1,3,1,3
2,305,465.68,25,124,1,1,1,1
3,546,711.41,21,92,0,2,1,3
2,1572,1030.4,35,156,0,-1,0,3
2,177,399.51,13,9,1,1,1,1
3,282,672.83,28,11,1,2,1,3
1,126,283.18,77,61,1,0,1,1
1,142,557.62,8,61,1,0,2,1
2,210,944.1,8,268,2,1,0,0
1,125,200.29,11,263,2,0,2,0
5,1740,2092.66,66,53,3,-1,0,2
1,240,211.49,79,37,1,0,1,1
2,96,276.56,15,31,1,1,1,1
1,153,138.98,16,113,1,0,2,1
2,161,590.9300000000001,30,63,1,1,1,1
4,176,258.4,5,15,1,3,1,3
1,537,542.73,46,40,1,0,2,1
1,73,137.75,9,78,1,0,2,1
3,518,798.46,67,122,0,-1,1,3
3,307,1132.14,29,18,0,2,0,3
2,90,93.66,7,59,1,1,1,1
1,91,201.19,13,330,2,0,2,0
4,2051,2709.12,160,23,3,-1,0,2
1,233,361.11,41,155,1,0,2,1
2,347,578.9399999999999,29,38,1,1,1,1
2,453,873.74,48,189,0,1,0,1
1,82,201.20000000000002,10,359,2,0,2,0
1,78,87.4,5,137,1,0,2,1
4,963,2089.85,53,7,3,-1,0,2
1,96,360.0,2,1,1,0,2,1
1,30,142.5,5,268,2,0,2,0
1,203,371.89,20,169,1,0,2,1
4,345,618.09,75,103,0,3,0,3
1,238,300.42,21,351,2,0,2,0
3,843,1385.51,49,22,0,2,0,3
5,1544,1456.79,83,7,3,-1,0,2
3,587,1132.03,66,28,0,2,1,3
2,305,598.57,26,4,1,1,1,1
5,851,1555.32,48,22,0,9,0,2
3,560,775.94,55,1,0,2,1,3
6,1035,2273.68,101,66,3,-1,0,2
3,304,640.76,14,1,1,2,1,3
4,1086,1532.2,78,78,3,3,0,3
2,372,567.36,10,72,1,1,1,1
1,117,199.48000000000002,25,17,1,0,2,1
5,175,787.85,6,3,0,-1,0,3
1,240,675.3,12,81,1,0,2,1
1,680,1308.48,17,316,2,-1,0,0
2,463,789.0,16,31,1,1,1,1
3,751,1140.93,38,92,0,2,1,3
1,179,350.9,21,14,1,0,2,1
1,559,795.12,51,77,1,0,2,1
1,255,472.02,18,157,1,0,2,1
1,326,860.12,54,200,1,11,2,0
1,301,775.85,42,260,2,0,2,0
1,135,353.43,19,177,2,0,2,0
3,952,2511.69,115,67,3,-1,0,2
1,141,389.5,20,287,2,0,2,0
1,205,341.36,8,70,1,0,2,1
1,136,233.76,14,64,1,0,2,1
1,225,247.32,16,10,1,0,2,1
2,287,979.12,36,16,1,1,1,3
1,117,373.94,16,66,1,0,2,1
1,321,397.97999999999996,24,60,1,0,2,1
1,604,743.53,51,71,1,0,2,1
1,314,674.7,32,122,1,0,2,1
1,325,768.24,42,80,1,0,2,1
1,321,609.4,85,257,2,-1,2,0
1,285,439.03,29,268,2,0,2,0
1,161,439.56,23,63,1,0,2,1
4,1382,3090.7400000000002,128,9,3,-1,0,2
2,710,992.5,47,17,0,1,1,3
1,71,134.95999999999998,10,71,1,0,2,1
2,1247,2225.37,122,33,3,-1,0,3
2,327,623.4,29,256,2,1,0,0
1,149,308.28000000000003,14,365,2,0,2,0
1,343,754.87,39,371,2,-1,2,0
1,159,378.64,23,89,1,0,2,1
3,1651,3312.25,135,60,3,-1,0,2
1,442,778.65,37,88,1,0,2,1
3,493,1019.76,45,99,0,2,1,3
3,601,572.56,85,26,0,2,0,3
1,131,222.99,15,280,2,0,2,0
1,281,534.57,35,329,2,0,2,0
2,282,677.1,35,131,1,1,1,1
3,428,782.96,49,11,0,2,1,3
1,224,544.08,13,74,1,0,2,1
1,336,307.72,21,185,2,0,2,0
2,600,1360.99,42,29,0,1,0,3
5,430,1544.13,28,72,0,-1,0,2
1,281,457.34,26,192,2,0,2,0
2,479,621.23,32,127,1,1,1,1
1,44,75.0,3,17,1,0,2,1
2,111,252.49,11,1,1,1,1,1
3,165,572.451,25,74,1,2,1,3
5,518,1003.06,15,24,0,-1,0,3
1,72,213.55,17,107,1,0,2,1
3,1574,1390.5,23,133,0,-1,0,3
2,142,712.5,11,43,1,1,1,1
2,162,640.83,26,4,1,1,1,1
1,275,221.06,16,63,1,0,2,1
2,101,159.85,8,149,1,1,1,1
2,1128,1833.71,88,40,3,-1,0,3
1,1326,2626.3,127,64,3,-1,0,3
3,1122,1609.21,67,108,0,-1,0,3
3,545,582.6,25,19,0,2,1,3
1,151,201.78,70,10,1,0,2,1
4,1390,1006.8,55,10,0,-1,0,3
2,751,679.45,48,18,0,1,0,1
2,672,1269.1,44,67,0,1,1,3
2,300,534.24,9,74,1,1,1,1
1,76,196.89,12,1,1,0,2,1
7,1283,3408.06,143,14,3,-1,0,2
1,242,283.71,54,255,2,0,2,0
1,204,296.64,13,91,1,0,2,1
3,584,1129.14,55,23,0,2,1,3
1,222,291.88,19,23,1,0,2,1
6,1982,2043.7199999999998,32,26,3,-1,0,2
2,2,590.0,1,259,2,-1,0,0
2,134,356.97999999999996,16,165,1,1,1,1
2,354,1058.34,43,24,0,1,1,3
6,764,1751.72,42,17,3,4,0,2
2,286,183.44,16,29,1,1,1,1
3,1170,1445.0,15,38,0,-1,0,3
1,62,151.5,9,252,2,0,2,0
1,403,674.68,41,58,1,0,2,1
1,259,307.9,17,184,2,0,2,0
2,580,1071.91,89,10,0,1,1,3
2,100,165.0,7,99,1,1,1,1
2,266,422.64,21,60,1,1,1,1
1,129,226.84,57,236,2,0,2,0
4,1012,1431.78,64,191,0,-1,0,3
2,417,1238.47,56,178,0,1,0,3
6,1021,1454.58,57,37,3,-1,0,2
2,134,300.95,14,200,2,1,0,0
5,1142,1804.56,99,45,3,5,0,2
1,116,184.64,11,232,2,0,2,0
1,160,140.34,10,65,1,0,2,1
1,44,313.8,8,241,2,0,2,0
1,277,454.24,23,233,2,0,2,0
3,669,1122.41,69,78,0,2,1,3
3,265,575.4,26,57,1,2,1,3
4,560,449.52,11,105,0,-1,0,3
3,408,1269.84,38,136,0,2,0,3
2,380,618.63,6,275,2,-1,0,0
1,162,316.26000000000005,18,311,2,0,2,0
5,829,2044.8700000000001,35,7,3,-1,0,2
2,341,653.33,29,10,1,1,1,1
2,163,348.05,19,282,2,1,0,0
5,1365,1159.11,31,17,3,-1,0,3
3,609,1166.77,60,23,0,2,1,3
1,560,1340.32,52,288,2,-1,0,0
3,264,292.0,17,16,1,2,1,1
1,248,216.85,17,71,1,0,2,1
1,178,295.93,22,64,1,0,2,1
2,324,458.52,26,316,2,1,0,0
4,1597,2479.16,147,3,3,-1,0,2
1,24,110.97,12,243,2,0,2,0
7,1106,979.72,28,8,3,-1,0,2
4,1386,1791.56,87,1,3,3,0,2
1,143,251.21,15,260,2,0,2,0
1,109,205.1,10,126,1,0,2,1
1,40,152.20000000000002,4,73,1,0,2,1
4,681,891.12,50,72,0,3,0,3
3,984,1374.41,42,21,0,2,0,3
3,1369,2128.42,125,59,3,-1,0,2
1,382,627.16,36,85,1,0,2,1
1,23,122.75,8,78,1,0,2,1
1,44,125.80000000000001,5,30,1,0,2,1
5,322,650.1800000000001,16,40,0,7,1,3
2,394,628.78,5,14,1,1,1,1
7,1683,2242.36,154,33,3,-1,0,2
2,74,307.76,15,78,1,1,1,1
2,174,483.8,17,205,2,1,0,0
1,129,210.31,66,33,1,0,2,1
3,202,269.09,61,182,1,2,0,1
7,175,1280.85,10,43,0,-1,0,2
3,320,631.34,36,85,1,2,1,3
2,112,276.06,76,39,1,1,1,1
3,357,621.09,73,12,0,2,1,3
2,436,678.16,114,96,0,8,0,1
7,458,918.2,37,25,0,-1,0,2
1,12,91.80000000000001,4,319,2,0,2,0
2,546,584.06,32,28,1,1,1,1
4,338,594.52,123,5,0,3,0,3
1,63,171.42000000000002,32,7,1,0,2,1
1,83,141.85999999999999,14,215,2,0,2,0
3,757,1799.33,51,81,0,-1,0,3
2,209,777.53,49,84,1,1,1,1
3,636,1724.67,66,144,0,-1,0,3
2,172,240.22,35,19,1,1,1,1
2,567,856.84,134,40,0,-1,0,1
1,66,187.05,41,173,1,0,2,1
2,156,338.62,74,17,1,1,1,1
1,161,239.49,27,243,2,0,2,0
1,534,1384.25,32,205,0,-1,0,0
2,302,290.25,24,50,1,1,1,1
5,449,732.0699999999999,41,23,0,7,0,3
4,791,1687.6000000000001,62,25,0,-1,0,3
2,176,467.04,19,14,1,1,1,1
1,30,118.0,10,309,2,0,2,0
1,725,781.03,53,155,0,-1,0,1
1,37,142.4,24,306,2,0,2,0
1,180,712.4,8,63,1,0,2,1
2,114,379.65,21,14,1,1,1,1
6,1848,1981.92,70,11,3,-1,0,2
3,485,1117.13,56,64,0,2,1,3
4,84,247.95999999999998,15,35,1,3,1,3
5,719,2011.88,77,108,3,-1,0,2
1,359,396.97,26,52,1,0,2,1
2,384,664.11,133,5,0,1,0,1
1,52,160.04,33,47,1,0,2,1
1,324,219.52,19,312,2,0,2,0
2,548,693.32,90,45,0,1,1,1
1,267,428.89,23,64,1,0,2,1
1,164,164.34,27,26,1,0,2,1
3,276,276.75,40,29,1,2,1,1
1,288,675.51,93,40,0,0,1,1
3,754,1154.4,68,89,0,2,1,3
1,189,417.69,23,318,2,0,2,0
3,300,544.18,31,40,1,2,1,3
1,246,177.34,13,173,2,0,2,1
1,343,213.85,19,116,1,0,2,1
5,286,727.74,75,30,0,-1,0,3
1,209,257.23,19,252,2,0,2,0
5,1269,1638.47,83,59,3,5,0,2
7,1391,2031.78,51,5,3,-1,0,2
5,1031,2118.93,121,24,3,-1,0,2
5,700,1547.3600000000001,156,33,3,-1,0,2
1,677,1071.03,62,67,0,0,2,1
5,592,949.12,57,36,0,9,0,3
3,405,804.3,80,52,0,2,1,3
1,93,122.64,8,15,1,0,2,1
1,800,1033.34,39,74,0,-1,0,1
1,151,312.28,57,215,2,0,2,0
3,273,519.44,24,31,1,2,1,3
1,158,252.1,5,120,1,0,2,1
4,887,1648.1200000000001,67,9,0,3,0,3
2,139,346.6,23,256,2,1,0,0
6,922,1836.34,81,16,3,-1,0,2
2,33,94.2,6,35,1,1,1,1
3,578,1095.08,49,45,0,2,1,3
2,605,932.97,52,114,0,1,1,3
2,490,379.65,49,164,1,1,0,1
2,208,367.14,15,10,1,1,1,1
5,1019,2639.17,92,9,3,-1,0,2
2,882,1563.0,92,205,0,-1,0,3
3,533,881.26,50,85,0,2,1,3
1,91,189.47,13,179,2,0,2,0
3,41,84.65,12,60,1,2,1,1
1,149,299.05,82,149,1,0,0,1
2,237,218.55,9,50,1,1,1,1
1,282,349.7,25,75,1,0,2,1
2,57,186.39000000000001,4,301,2,1,0,0
2,114,387.44,47,18,1,1,1,1
2,330,486.82000000000005,25,151,1,1,1,1
1,924,232.6,16,151,1,-1,0,1
4,360,827.83,38,17,0,3,1,3
1,10,59.5,3,187,2,0,2,0
1,38,65.13,29,285,2,0,2,0
1,70,72.0,8,182,2,0,2,0
1,512,910.0,6,63,1,0,2,1
1,67,172.25,9,59,1,0,2,1
3,1226,1488.32,48,24,0,-1,0,3
1,177,151.29999999999998,12,38,1,0,2,1
1,66,308.58000000000004,14,155,1,0,2,1
3,363,711.86,25,7,1,2,1,3
1,189,330.79,20,302,2,0,2,0
2,351,806.41,48,267,2,1,0,0
1,301,285.33,49,271,2,0,2,0
1,176,180.48,8,31,1,0,2,1
2,140,252.06,11,218,2,1,0,0
1,352,228.84,10,246,2,0,2,0
5,562,1077.39,89,281,0,-1,0,3
1,138,138.28,21,269,2,0,2,0
6,1959,1445.01,92,32,3,-1,0,2
2,173,306.55,9,246,2,1,0,0
5,609,1041.68,56,15,0,9,0,3
4,500,784.9,41,116,0,3,1,3
1,316,524.14,28,36,1,0,2,1
3,1401,2375.41,75,131,3,-1,0,2
1,43,199.85000000000002,6,217,2,0,2,0
8,806,1980.56,95,49,3,-1,0,2
2,1054,1079.6599999999999,39,38,0,-1,0,3
2,162,333.48,19,28,1,1,1,1
6,458,1016.14,39,36,0,10,0,3
2,488,752.6,38,135,1,1,1,1
2,278,610.59,36,219,2,1,0,0
1,498,491.86,33,28,1,0,2,1
4,1128,2883.54,158,24,3,-1,0,2
1,125,339.59999999999997,29,200,2,0,2,0
1,54,216.9,3,18,1,0,2,1
1,425,350.75,23,240,2,0,2,0
3,218,668.4300000000001,34,71,1,2,1,3
7,1776,1341.6,9,2,3,-1,0,2
2,1153,1080.52,54,95,0,-1,0,3
1,496,300.04,25,162,1,0,2,1
5,439,948.25,24,95,0,-1,0,3
5,516,1647.26,20,53,0,-1,0,2
1,152,296.25,9,288,2,0,2,0
6,873,1145.38,63,124,0,-1,0,2
1,512,741.26,35,287,2,0,2,0
2,214,282.59999999999997,11,151,1,1,1,1
7,1844,3190.55,104,11,3,-1,0,2
2,287,659.4100000000001,24,33,1,1,1,1
2,197,286.79,50,54,1,1,1,1
2,642,1070.65,68,50,0,1,1,3
1,272,306.72,7,218,2,0,2,0
1,728,1714.96,15,63,0,-1,0,3
4,1477,2634.45,115,64,3,-1,0,2
3,540,1122.63,141,33,0,2,0,3
1,192,345.0,22,81,1,0,2,1
1,70,178.7,9,103,1,0,2,1
2,318,360.01,56,7,1,1,1,1
1,30,127.84,17,250,2,0,2,0
6,369,908.86,98,12,0,-1,0,3
1,136,230.39999999999998,7,367,2,0,2,0
2,337,309.04,24,75,1,1,1,1
1,748,348.8,45,4,1,0,0,1
2,1200,1516.0,7,127,0,-1,0,3
2,92,195.55,13,66,1,1,1,1
2,402,688.86,32,116,1,1,1,1
1,331,558.32,33,309,2,0,2,0
1,168,324.8,23,66,1,0,2,1
1,121,277.07,17,255,2,0,2,0
7,1462,2588.39,124,30,3,-1,0,2
2,1900,924.6,10,52,0,-1,0,3
1,56,256.38,10,63,1,0,2,1
1,36,112.6,7,367,2,0,2,0
5,782,1747.66,70,5,3,5,0,2
1,29,155.05,11,305,2,0,2,0
3,312,1499.01,32,28,0,2,0,3
3,68,814.5,7,183,1,-1,0,3
3,333,539.0,33,42,1,2,1,3
4,552,1366.8600000000001,54,39,0,3,0,3
2,864,1579.12,38,92,0,-1,0,3
2,269,571.6700000000001,25,23,1,1,1,1
2,211,382.98,20,29,1,1,1,1
3,1109,1140.35,26,301,0,-1,0,0
2,153,385.64,51,144,1,1,1,1
2,611,632.0,90,5,0,1,1,1
2,439,957.66,39,18,0,1,1,3
5,768,1698.94,35,32,0,9,0,2
1,82,189.5,10,176,2,0,2,0
3,138,409.8,83,57,0,2,1,1
1,311,209.49,15,22,1,0,2,1
6,743,2198.45,59,16,3,4,0,2
1,28,52.199999999999996,3,19,1,0,2,1
1,117,383.85,28,159,1,0,2,1
4,442,834.57,48,25,0,3,1,3
2,182,266.59000000000003,17,211,2,1,0,0
4,254,674.82,144,5,0,-1,0,3
1,196,361.62,20,11,1,0,2,1
1,182,312.98,9,64,1,0,2,1
3,388,865.0600000000001,55,24,0,2,1,3
2,1016,1537.95,97,51,0,-1,0,3
1,944,1595.48,93,129,0,-1,0,3
3,1705,2651.46,77,95,3,-1,0,2
1,312,1090.14,23,57,1,0,0,1
3,494,388.5,10,168,1,-1,0,1
1,75,216.17,11,57,1,0,2,1
1,129,201.16,27,326,2,0,2,0
5,591,1245.9,58,1,0,9,0,3
8,1688,2209.36,98,18,3,-1,0,2
1,224,305.78,20,247,2,0,2,0
4,204,501.56,26,58,1,3,1,3
1,57,145.67000000000002,7,74,1,0,2,1
3,501,1005.09,51,31,0,2,1,3
2,1964,3192.54,32,7,3,-1,0,2
8,1325,2770.94,91,2,3,-1,0,2
3,140,389.6,21,119,1,2,1,1
1,180,540.45,18,358,2,0,2,0
5,1316,1786.79,82,53,3,5,0,2
1,36,122.7,7,63,1,0,2,1
1,108,117.24,3,86,1,0,2,1
1,463,1271.57,35,54,1,-1,0,1
5,953,1191.13,54,2,0,9,0,3
5,1436,2674.48,110,10,3,-1,0,2
5,300,787.6,47,7,0,7,1,3
2,182,506.8,28,189,1,1,0,0
1,126,243.56,16,71,1,0,2,1
1,147,349.55,19,204,2,0,2,0
2,254,595.67,38,119,1,1,1,1
1,146,416.90000000000003,15,92,1,0,2,1
4,983,632.97,26,26,0,-1,0,3
1,190,821.1,21,297,2,0,2,0
3,354,564.62,25,23,1,2,1,3
4,1365,2593.07,98,28,3,-1,0,2
1,200,311.16,17,50,1,0,2,1
1,133,155.93,12,325,2,0,2,0
2,156,388.52,19,16,1,1,1,1
3,430,740.95,42,183,0,2,0,3
5,1739,2867.2,144,72,3,-1,0,2
2,332,332.64,24,37,1,1,1,1
4,1478,2369.55,104,79,3,-1,0,2
2,380,626.45,29,11,1,1,1,1
2,228,272.04,16,49,1,1,1,1
2,1140,1212.8400000000001,30,49,0,-1,0,3
2,474,384.81,24,59,1,1,1,1
1,93,172.25,7,351,2,0,2,0
1,185,351.13,20,53,1,0,2,1
6,1575,1838.8500000000001,90,1,3,-1,0,2
4,331,678.25,28,92,0,3,1,3
